Unnamed: 0,customer_id,gender,location,partner,dependents,senior,Tenure,monthly_cost,package,survey,Class
1362,H3070,Male,Hertfordshire,0,0,0,0.0,,1,2.0,Churn=Yes
1363,H6571,Female,Greater London,1,1,0,13.0,,3,6.0,Churn=No
1364,B2844,Male,Lancashire,0,0,1,9.0,,2,4.0,Churn=Yes
1365,C2206,Male,Hertfordshire,1,0,0,1.0,,4,2.0,Churn=Yes
1366,K2692,Male,Greater Manchester,1,1,0,12.0,,3,8.0,Churn=No
1367,H4949,Male,Greater Manchester,1,1,0,3.0,,3,2.0,Churn=Yes
1368,K3975,Male,West Yorkshire,0,0,0,1.0,,2,3.0,Churn=Yes
1369,C7041,Male,Hertfordshire,1,1,0,8.0,,1,2.0,Churn=No
1370,A7853,Female,Greater London,0,1,1,7.0,,2,6.0,Churn=No
1371,B4490,Female,West Yorkshire,1,1,1,1.0,,2,5.0,Churn=No
1372,A9719,Female,Hertfordshire,0,1,0,16.0,,2,6.0,Churn=No
1373,D5262,Female,Greater London,1,0,0,0.0,,4,2.0,Churn=Yes
1374,F7104,Female,South Yorkshire,1,1,0,21.0,,2,7.0,Churn=No
1375,F2968,Male,West Yorkshire,1,1,1,18.0,,2,8.0,Churn=No
1376,E8242,Male,Greater Manchester,1,1,1,11.0,,2,5.0,Churn=No
1377,E5596,Female,Hampshire,1,1,0,7.0,,4,7.0,Churn=No
1378,A3471,Female,Essex,1,0,1,6.0,,2,1.0,Churn=Yes
1379,C2058,Female,Greater London,1,1,0,-0.0,,3,4.0,Churn=Yes
1380,D9885,Female,Greater Manchester,1,1,0,17.0,,3,8.0,Churn=No
1381,C9311,Male,Greater London,1,1,1,7.0,,2,6.0,Churn=No
1382,G7522,Male,Greater Manchester,1,0,1,1.0,,2,0.0,Churn=Yes
1383,D8218,Male,West Midlands,0,0,0,1.0,,1,1.0,Churn=Yes
1384,B6626,Male,Hampshire,1,1,0,17.0,,3,2.0,Churn=No
1385,F2001,Male,Hampshire,1,1,0,20.0,,4,8.0,Churn=No
1386,F5763,Male,Greater London,0,1,0,17.0,,2,3.0,Churn=Yes
1387,F6831,Male,Greater London,0,0,0,1.0,,1,2.0,Churn=Yes
1388,H9583,Female,Greater London,0,1,1,21.0,,2,3.0,Churn=Yes
1389,I5179,Male,Kent,1,0,0,2.0,,4,2.0,Churn=Yes
1390,I3721,Female,Lancashire,0,0,0,2.0,,1,4.0,Churn=Yes
1391,D4823,Female,West Yorkshire,1,0,1,9.0,,2,2.0,Churn=Yes
1392,A8442,Male,South Yorkshire,1,1,0,11.0,,4,4.696087084436599,Churn=No
1393,G4778,Female,Merseyside,0,1,1,9.0,,2,8.0,Churn=No
1394,H9191,Male,Hampshire,0,0,0,0.0,,1,3.0,Churn=Yes
1395,E1230,Female,Greater London,1,1,0,9.0,,4,2.0,Churn=Yes
1396,H6267,Female,Surrey,0,0,0,2.0,,3,2.0,Churn=Yes
1397,D7430,Male,Greater London,0,1,0,18.0,,1,8.0,Churn=No
1398,F9220,Male,Greater London,0,0,0,2.0,,1,4.696087084436599,Churn=Yes
1399,K9220,Female,West Yorkshire,0,1,1,8.0,,2,5.0,Churn=No
1400,H4454,Male,Greater London,1,1,0,2.0,,4,8.0,Churn=No
1401,J5704,Female,Lancashire,1,1,1,4.0,,2,9.0,Churn=No
1402,I8037,Male,Greater London,0,1,0,9.0,,1,3.0,Churn=No
1403,C9171,Female,Hertfordshire,0,1,0,9.0,,1,6.0,Churn=No
1404,F1175,Female,West Midlands,1,1,0,6.0,,4,4.0,Churn=No
1405,F9722,Female,Greater London,0,1,0,6.0,,1,9.0,Churn=No
1406,H3967,Female,South Yorkshire,1,1,0,6.0,,4,6.0,Churn=No
1407,K1845,Male,Greater London,0,1,0,10.0,,1,7.0,Churn=No
1408,C7383,Male,Greater London,0,0,0,1.0,,1,1.0,Churn=Yes
1409,D1352,Female,Merseyside,0,0,0,2.0,,1,4.0,Churn=Yes
1410,E5182,Female,West Midlands,1,1,0,13.0,,4,7.0,Churn=No
1411,H6600,Female,Greater London,0,0,0,2.0,,1,4.696087084436599,Churn=Yes
1412,I4232,Male,West Yorkshire,1,1,0,8.0,,2,6.0,Churn=No
1413,J9298,Female,Greater London,1,1,0,11.0,,1,6.0,Churn=No
1414,E4882,Female,Devon,1,1,0,15.0,,2,6.0,Churn=No
1415,J9811,Male,Merseyside,1,1,0,6.0,,1,1.0,Churn=No
1416,B4970,Male,Greater London,1,1,0,4.0,,4,8.0,Churn=No
1417,K6885,Male,West Yorkshire,0,0,0,0.0,,1,3.0,Churn=Yes
1418,H4639,Male,Greater London,1,1,0,5.0,,4,8.0,Churn=No
1419,J1546,Female,West Yorkshire,1,1,1,2.0,,2,5.0,Churn=No
1420,A9686,Female,Greater London,1,1,0,0.0,,3,4.0,Churn=No
1421,C3978,Male,Hampshire,0,0,1,4.0,,2,1.0,Churn=Yes
1422,B3152,Male,Greater Manchester,1,1,0,12.0,,2,1.0,Churn=No
1423,I8335,Female,Greater Manchester,0,1,1,20.0,,2,4.696087084436599,Churn=No
1424,J7686,Female,Lancashire,0,0,1,11.0,,2,0.0,Churn=Yes
1425,F5580,Male,Greater London,0,0,0,0.0,,2,2.0,Churn=Yes
1426,B1588,Male,Merseyside,0,1,0,19.0,,1,9.0,Churn=No
1427,I1397,Male,Hertfordshire,0,1,0,11.0,,2,0.0,Churn=Yes
1428,B4737,Female,Essex,1,1,0,9.0,,3,7.0,Churn=No
1429,A4990,Male,Lancashire,0,1,0,11.0,,1,4.0,Churn=No
1430,I6181,Female,Lancashire,1,1,0,17.0,,4,9.0,Churn=No
1431,E9818,Male,Kent,1,0,1,8.0,,2,1.0,Churn=No
1432,I1318,Male,Greater London,0,1,0,4.0,,3,7.0,Churn=Yes
1433,F4592,Female,Greater Manchester,1,1,0,15.0,,4,6.0,Churn=No
1434,F1571,Female,Greater Manchester,1,1,0,13.0,,4,5.0,Churn=No
1435,D3808,Male,Tyne and Wear,0,0,0,1.0,,2,2.0,Churn=Yes
1436,H2054,Male,Greater London,0,1,0,18.0,,4,6.0,Churn=No
1437,H4348,Male,Greater Manchester,0,0,0,1.0,,1,2.0,Churn=Yes
1438,G5286,Female,Greater London,1,1,0,9.0,,4,7.0,Churn=No
1439,E6049,Male,Surrey,1,1,0,12.0,,4,6.0,Churn=No
1440,G1258,Female,West Yorkshire,1,0,1,5.0,,2,3.0,Churn=No
1441,J7213,Female,West Yorkshire,0,1,0,11.0,,1,7.0,Churn=No
1442,G5206,Male,Greater Manchester,1,0,0,1.0,,4,1.0,Churn=Yes
1443,E7082,Female,West Midlands,0,1,1,8.0,,1,6.0,Churn=No
1444,A4067,Female,Greater Manchester,1,1,0,14.0,,3,4.0,Churn=No
1445,G4082,Female,Greater London,1,1,0,8.0,,3,6.0,Churn=No
1446,K9073,Male,Greater Manchester,0,0,0,2.0,,2,1.0,Churn=Yes
1447,H9661,Female,Lancashire,1,1,0,17.0,,1,6.0,Churn=No
1448,A6226,Female,Greater London,0,0,1,7.0,,2,4.696087084436599,Churn=Yes
1449,K8515,Male,Essex,0,0,0,1.0,,2,2.0,Churn=Yes
1450,H6257,Female,Greater Manchester,1,1,0,20.0,,3,7.0,Churn=No
1451,B4204,Female,West Yorkshire,1,1,1,0.0,,2,6.0,Churn=No
1452,H9542,Male,Greater London,0,1,0,4.0,,2,5.0,Churn=Yes
1453,E3912,Male,Lancashire,0,0,1,12.0,,2,1.0,Churn=Yes
1454,C3388,Female,Greater London,0,1,0,19.0,,1,4.0,Churn=No
1455,A3460,Female,Greater London,0,0,1,9.0,,2,2.0,Churn=Yes
1456,G7911,Female,Surrey,0,1,0,0.0,,2,6.0,Churn=No
1457,I5278,Female,Devon,1,1,0,14.0,,4,5.0,Churn=No
1458,G2684,Male,South Yorkshire,0,1,0,9.0,,2,4.0,Churn=No
1459,B8328,Male,North Yorkshire,1,1,0,14.0,,3,6.0,Churn=No
1460,B1835,Male,Essex,0,0,0,2.0,,1,4.696087084436599,Churn=No
1461,E8587,Female,Greater London,0,1,0,15.0,,3,1.0,Churn=Yes
1462,D2089,Female,Essex,1,1,0,0.0,,4,4.0,Churn=Yes
1463,D7899,Male,West Midlands,0,1,1,8.0,,2,9.0,Churn=No
1464,B6487,Male,Lancashire,0,1,0,18.0,,1,4.0,Churn=No
1465,C9256,Male,Greater Manchester,1,1,0,10.0,,4,8.0,Churn=No
1466,D7443,Female,Devon,0,1,0,10.0,$35508,4,7.0,
1467,G7817,Female,Greater London,1,1,1,7.0,,2,7.0,Churn=No
1468,G6333,Male,West Midlands,1,1,0,19.0,,3,6.0,Churn=No
1469,H4217,Female,Greater London,1,1,0,7.0,,4,7.0,Churn=No
1470,D2526,Male,Surrey,1,1,0,12.0,,4,6.0,Churn=No
1471,E5937,Male,Hampshire,1,1,0,2.0,,4,4.696087084436599,Churn=No
1472,D6597,Male,Essex,1,1,0,17.0,,4,7.0,Churn=No
1473,G2660,Male,Kent,1,1,0,8.0,,4,6.0,Churn=No
1474,H9476,Male,Greater London,1,1,0,12.0,,1,6.0,Churn=No
1475,C7970,Male,Hampshire,1,1,0,10.0,,4,4.0,Churn=No
1476,B2702,Male,West Yorkshire,1,1,0,14.0,,2,4.696087084436599,Churn=No
1477,F3523,Female,North Yorkshire,1,1,1,6.0,,2,6.0,Churn=No
1478,G5810,Female,Devon,1,1,0,15.0,,3,2.0,Churn=No
1479,B1925,Female,West Yorkshire,0,1,0,17.0,,2,6.0,Churn=No
1480,F1691,Male,Lancashire,1,1,0,18.0,,3,2.0,Churn=No
1481,D8299,Female,Hampshire,1,1,0,17.0,,4,4.0,Churn=No
1482,H2410,Female,Greater London,0,1,1,0.0,,2,7.0,Churn=No
1483,D5820,Female,Lancashire,0,0,1,8.0,,4,3.0,Churn=No
1484,K3327,Female,West Midlands,1,1,0,17.0,,2,6.0,Churn=No
1485,J2908,Male,South Yorkshire,0,0,0,1.0,,1,3.0,Churn=Yes
1486,B5651,Female,Greater London,1,1,1,9.0,,4,4.0,Churn=No
1487,K1690,Female,Greater London,1,1,0,9.0,,4,4.0,Churn=No
1488,E3459,Male,Surrey,0,0,0,2.0,,3,2.0,Churn=Yes
1489,H8430,Female,Hertfordshire,1,1,0,8.0,,4,4.696087084436599,Churn=Yes
1490,D9312,Female,Essex,1,0,1,10.0,,2,1.0,Churn=Yes
1491,C3284,Female,South Yorkshire,1,1,0,14.0,,2,4.0,Churn=No
1492,D9252,Male,West Yorkshire,1,1,0,24.0,,4,4.0,Churn=No
1493,H5653,Male,Greater London,0,1,0,10.0,,1,6.0,Churn=No
1494,I8797,Male,Greater London,0,0,0,-0.0,,1,4.696087084436599,Churn=Yes
1495,J7707,Female,Greater London,1,0,0,1.0,,3,3.0,Churn=Yes
1496,H9190,Male,Greater London,0,0,0,0.0,,2,2.0,Churn=Yes
1497,F1271,Male,Merseyside,1,1,0,0.0,,3,8.0,Churn=No
1498,A4367,Male,Greater London,1,1,0,13.0,,4,8.0,Churn=No
1499,J4823,Male,Greater London,0,1,0,12.0,,3,6.0,Churn=No
1500,J4513,Male,Greater London,0,0,0,2.0,,2,4.0,Churn=Yes
1501,J5879,Male,Greater Manchester,1,1,0,15.0,,4,5.0,Churn=No
1502,E3651,Female,Greater Manchester,1,1,0,13.0,,3,5.0,Churn=No
1503,H7764,Female,Hampshire,1,1,0,6.0,,4,6.0,Churn=No
1504,H8652,Male,Greater Manchester,0,1,0,2.0,,1,7.0,Churn=Yes
1505,D3880,Male,West Midlands,1,1,0,15.0,,4,7.0,Churn=No
1506,E4786,Male,Lancashire,1,1,0,14.0,,4,4.696087084436599,Churn=No
1507,J5909,Male,Kent,0,0,0,1.0,,1,1.0,Churn=Yes
1508,F8681,Male,Greater London,0,1,0,1.0,,1,7.0,Churn=Yes
1509,A8062,Male,Lancashire,0,0,1,12.0,,2,4.0,Churn=No
1510,G4490,Female,Lancashire,1,0,0,2.0,,2,0.0,Churn=Yes
1511,A9427,Female,Surrey,1,1,0,9.0,,3,1.0,Churn=No
1512,C1760,Male,West Yorkshire,1,1,0,4.0,,1,4.0,Churn=Yes
1513,F5553,Female,Hampshire,1,1,0,15.0,,3,6.0,Churn=No
1514,G3296,Female,Greater London,0,0,1,5.0,,2,5.0,Churn=No
1515,J6315,Female,West Midlands,1,0,1,6.0,,2,0.0,Churn=Yes
1516,H4748,Male,West Midlands,0,1,0,8.0,,2,3.0,Churn=No
1517,F3266,Male,Greater London,1,0,0,0.0,,4,1.0,Churn=Yes
1518,C5706,Male,Greater London,0,0,0,3.0,,2,1.0,Churn=Yes
1519,C5904,Male,Greater London,0,0,1,14.0,,2,0.0,Churn=Yes
1520,D8538,Female,North Yorkshire,1,1,0,14.0,,4,4.696087084436599,Churn=No
1521,C1293,Male,Greater London,0,1,0,8.0,,1,8.0,Churn=No
1522,K9368,Male,Greater Manchester,0,1,0,16.0,,2,6.0,Churn=No
1523,A4253,Female,Greater London,0,0,0,2.0,,3,2.0,Churn=Yes
1524,K5591,Female,South Yorkshire,1,1,0,14.0,,4,6.0,Churn=No
1525,H9204,Female,Greater London,1,1,0,5.0,,4,5.0,Churn=No
1526,H9622,Female,West Midlands,1,1,0,8.0,,1,9.0,Churn=No
1527,A4646,Female,Merseyside,1,1,0,10.0,,4,1.0,Churn=No
1528,J7869,Male,Greater Manchester,1,1,0,5.0,,4,8.0,Churn=No
1529,J8795,Male,Greater London,1,1,1,8.0,,2,7.0,Churn=No
1530,I4059,Male,Greater London,0,1,0,9.0,,1,6.0,Churn=No
1531,C7795,Male,Greater Manchester,1,1,0,4.0,,2,6.0,Churn=No
1532,K8442,Male,Greater London,1,1,1,5.0,,2,4.0,Churn=Yes
1533,A8114,Male,Hampshire,0,0,0,2.0,,1,0.0,Churn=Yes
1534,G6565,Female,Greater London,1,1,0,16.0,,4,2.0,Churn=No
1535,K4498,Male,Merseyside,0,1,0,10.0,,1,7.0,Churn=No
1536,K3717,Male,Lancashire,1,1,0,14.0,,4,6.0,Churn=No
1537,J7021,Female,Surrey,0,1,0,14.0,,1,1.0,Churn=No
1538,A5821,Male,Hertfordshire,0,0,0,0.0,,2,4.696087084436599,Churn=Yes
1539,J4566,Female,West Yorkshire,0,1,0,22.0,,1,9.0,Churn=No
1540,J9516,Female,Essex,1,1,0,7.0,,3,5.0,Churn=No
1541,H3792,Female,Greater Manchester,0,1,0,8.0,,1,3.0,Churn=Yes
1542,F4607,Male,Essex,1,1,0,19.0,,4,0.0,Churn=No
1543,G4605,Male,North Yorkshire,0,0,1,6.0,,2,1.0,Churn=Yes
1544,F1077,Male,Greater London,1,1,0,15.0,,2,6.0,Churn=No
1545,E7285,Male,Essex,1,1,0,16.0,,3,5.0,Churn=No
1546,D4746,Female,Greater London,1,1,1,11.0,,1,6.0,Churn=No
1547,D2942,Female,West Yorkshire,0,1,1,0.0,,2,7.0,Churn=No
1548,F8565,Female,West Yorkshire,0,1,0,9.0,,1,1.0,Churn=Yes
1549,E6219,Female,West Yorkshire,0,1,0,14.0,,1,4.696087084436599,Churn=Yes
1550,I9322,Male,Greater London,1,1,0,8.0,,3,5.0,Churn=No
1551,J7301,Male,Greater London,1,1,0,9.0,,4,7.0,Churn=No
1552,H1050,Female,Greater Manchester,0,1,0,17.0,,2,7.0,Churn=No
1553,B1417,Male,Lancashire,1,1,0,23.0,,3,5.0,Churn=No
1554,C4433,Male,Kent,1,1,0,8.0,,4,5.0,Churn=No
1555,I5757,Male,Greater London,1,1,0,8.0,,3,8.0,Churn=No
1556,I4589,Male,Surrey,0,1,0,10.0,,2,6.0,Churn=No
1557,E4127,Female,Greater Manchester,0,0,0,1.0,,3,3.0,Churn=Yes
1558,I2633,Male,South Yorkshire,0,1,0,8.0,,1,5.0,Churn=No
1559,F7063,Female,Hampshire,1,1,0,7.0,,4,6.0,Churn=No
1560,I3368,Female,Essex,0,0,0,1.0,,1,1.0,Churn=Yes
1561,B1319,Female,Greater London,0,0,0,0.0,,3,3.0,Churn=Yes
1562,E2051,Female,Greater London,0,1,0,10.0,,2,5.0,Churn=No
1563,F8514,Female,Greater Manchester,0,1,0,10.0,,2,4.0,Churn=No
1564,A1928,Male,West Midlands,1,1,0,8.0,,2,5.0,Churn=No
1565,A4024,Female,Kent,0,0,0,1.0,,2,1.0,Churn=Yes
1566,F8466,Male,West Midlands,0,1,0,16.0,,4,6.0,Churn=No
1567,A9606,Female,Greater London,0,1,0,8.0,,2,4.0,Churn=No
1568,D2987,Male,Essex,1,1,1,7.0,,2,8.0,Churn=No
1569,H6807,Male,Kent,1,1,0,17.0,,3,4.0,Churn=No
1570,J8249,Male,Essex,1,1,1,3.0,,2,5.0,Churn=No
1571,D6350,Female,Greater London,0,0,0,2.0,,1,0.0,Churn=Yes
1572,B7668,Male,Hampshire,1,1,0,3.0,,2,3.0,Churn=No
1573,D4476,Male,Greater Manchester,1,1,0,8.0,,4,4.696087084436599,Churn=No
1574,F3481,Female,Greater London,1,0,0,1.0,,3,2.0,Churn=Yes
1575,K6081,Female,Greater London,0,1,0,19.0,,2,4.0,Churn=No
1576,A3063,Male,Greater London,0,1,0,17.0,,1,3.0,Churn=No
1577,J1156,Male,Greater London,1,1,0,9.0,,3,2.0,Churn=No
1578,E3387,Male,Greater London,1,1,0,11.0,,3,3.0,Churn=Yes
1579,A8632,Female,Hampshire,0,1,0,7.0,,2,7.0,Churn=No
1580,F7726,Female,Devon,1,1,0,6.0,,4,6.0,Churn=No
1581,A6531,Male,Lancashire,0,0,0,0.0,,1,2.0,Churn=Yes
1582,D3972,Female,Essex,1,1,0,15.0,,2,7.0,Churn=No
1583,C9621,Male,Greater London,1,1,0,12.0,,4,6.0,Churn=No
1584,A9493,Female,Merseyside,0,0,0,1.0,,1,4.0,Churn=Yes
1585,D3215,Female,West Yorkshire,0,1,0,14.0,,1,7.0,Churn=No
1586,D9453,Male,Greater London,0,1,0,4.0,,2,5.0,Churn=No
1587,E7614,Male,North Yorkshire,0,0,0,1.0,,1,2.0,Churn=Yes
1588,B2152,Male,Greater London,0,0,0,0.0,,3,2.0,Churn=Yes
1589,F8507,Male,Greater London,1,1,0,12.0,,1,4.696087084436599,Churn=No
1590,J4463,Male,West Midlands,1,1,0,11.0,,3,8.0,Churn=No
1591,G2912,Female,West Yorkshire,1,1,0,0.0,,3,6.0,Churn=No
1592,H6010,Male,Greater London,1,0,1,8.0,,2,1.0,Churn=Yes
1593,I1696,Male,Greater London,1,1,0,14.0,,4,8.0,Churn=No
1594,D4567,Male,Greater London,0,1,0,12.0,,2,6.0,Churn=No
1595,E2031,Female,Greater Manchester,1,1,0,11.0,,4,6.0,Churn=No
1596,J5220,Male,South Yorkshire,1,0,1,1.0,,2,2.0,Churn=Yes
1597,G6693,Female,Greater London,0,1,0,6.0,,1,4.0,Churn=Yes
1598,K1358,Male,West Midlands,1,1,0,16.0,,2,6.0,Churn=No
1599,G3273,Male,Greater London,1,1,1,6.0,,2,4.0,Churn=Yes
1600,J4179,Male,Greater London,1,0,1,9.0,,3,1.0,Churn=Yes
1601,J2474,Female,Greater London,1,1,0,11.0,,4,8.0,Churn=No
1602,I5339,Male,Kent,1,1,0,12.0,,4,4.696087084436599,Churn=No
1603,A9615,Female,Greater London,1,1,0,21.0,,4,3.0,Churn=No
1604,H4263,Female,Greater Manchester,1,1,0,21.0,,4,5.0,Churn=No
1605,J4765,Male,West Midlands,0,0,0,2.0,,1,4.696087084436599,Churn=Yes
1606,H6916,Male,Hampshire,1,1,0,17.0,,4,9.0,Churn=No
1607,F1299,Male,Merseyside,1,1,0,7.0,,4,6.0,Churn=No
1608,D6000,Female,Greater London,0,1,1,8.0,,2,5.0,Churn=Yes
1609,H7166,Female,Greater Manchester,1,1,0,18.0,,2,5.0,Churn=No
1610,D1552,Male,West Yorkshire,1,1,0,6.0,,2,7.0,Churn=No
1611,I1343,Male,Greater London,0,1,1,8.0,,2,6.0,Churn=Yes
1612,I5200,Male,Kent,1,1,0,19.0,,2,4.696087084436599,Churn=No
1613,G1756,Female,Kent,0,0,0,3.0,,2,2.0,Churn=No
1614,E1364,Female,Greater London,0,1,0,7.0,,2,6.0,Churn=No
1615,A6574,Male,Greater London,1,0,1,5.0,,2,1.0,Churn=Yes
1616,F3152,Male,Hampshire,0,0,0,0.0,,2,3.0,Churn=Yes
1617,A3429,Male,Essex,1,1,0,25.0,,4,4.0,Churn=No
1618,J2637,Female,Devon,1,1,0,11.0,,3,7.0,Churn=No
1619,A3397,Male,Kent,0,0,0,2.0,,1,2.0,Churn=Yes
1620,A2872,Female,South Yorkshire,1,0,0,4.0,,4,1.0,Churn=No
1621,C2421,Female,South Yorkshire,1,1,0,12.0,,4,3.0,Churn=Yes
1622,F4098,Female,Greater London,1,1,0,24.0,,4,7.0,Churn=No
1623,C1041,Male,Kent,1,1,0,2.0,,4,5.0,Churn=No
1624,K3752,Female,Surrey,1,1,0,8.0,,3,6.0,Churn=No
1625,G4303,Male,Greater Manchester,0,1,0,8.0,,1,3.0,Churn=Yes
1626,E5726,Female,Kent,1,0,1,0.0,,2,2.0,Churn=Yes
1627,B9088,Male,Greater London,1,1,0,13.0,,4,7.0,Churn=No
1628,G3727,Male,Greater London,0,1,0,13.0,,2,5.0,Churn=No
1629,K4380,Female,Merseyside,0,0,0,0.0,,1,3.0,Churn=Yes
1630,F8075,Male,Essex,0,1,0,11.0,,1,4.696087084436599,Churn=Yes
1631,D8222,Female,Greater London,1,1,0,8.0,,3,4.0,Churn=Yes
1632,B1590,Male,Kent,0,0,0,0.0,,1,1.0,Churn=Yes
1633,K6754,Male,Greater London,0,0,0,1.0,,4,3.0,Churn=Yes
1634,H8470,Female,Essex,1,1,0,12.0,,1,6.0,Churn=Yes
1635,C4298,Male,West Midlands,0,1,0,19.0,,1,5.0,Churn=No
1636,C7973,Male,West Midlands,1,1,0,17.0,,1,6.0,Churn=No
1637,G2563,Female,West Midlands,1,1,0,20.0,,3,4.0,Churn=No
1638,E3676,Female,Kent,0,1,0,19.0,,2,1.0,Churn=No
1639,H8866,Male,South Yorkshire,0,0,0,1.0,,2,3.0,Churn=Yes
1640,G8148,Male,Merseyside,1,1,0,8.0,,4,7.0,Churn=No
1641,D3355,Male,West Yorkshire,1,1,0,7.0,$29250,1,4.696087084436599,
1642,F8210,Male,Greater London,1,1,0,7.0,,2,7.0,Churn=No
1643,B2612,Male,Merseyside,0,1,0,14.0,,1,5.0,Churn=No
1644,D6487,Female,Greater London,1,1,1,14.0,,2,9.0,Churn=No
1645,I7851,Female,Greater London,0,1,0,13.0,,1,5.0,Churn=No
1646,H1379,Female,Greater London,0,0,0,0.0,,2,3.0,Churn=Yes
1647,A3782,Male,Merseyside,1,1,1,10.0,,1,4.0,Churn=No
1648,F7576,Male,Merseyside,1,1,0,11.0,,1,0.0,Churn=No
1649,E9081,Male,Merseyside,0,1,1,5.0,,2,6.0,Churn=No
1650,B5529,Female,Merseyside,0,0,0,0.0,,1,0.0,Churn=Yes
1651,G5882,Male,Essex,1,1,0,8.0,,4,8.0,Churn=No
1652,D4965,Male,West Midlands,0,1,0,16.0,,2,5.0,Churn=No
1653,K5981,Male,Greater Manchester,0,1,0,16.0,,1,6.0,Churn=No
1654,A5248,Male,West Yorkshire,1,1,0,7.0,,4,6.0,Churn=No
1655,C1014,Female,Greater London,1,1,0,1.0,,4,5.0,Churn=Yes
1656,D8868,Female,Greater Manchester,0,1,0,16.0,,2,7.0,Churn=No
1657,E2006,Male,South Yorkshire,1,1,0,14.0,,2,5.0,Churn=No
1658,D7524,Male,West Yorkshire,0,1,0,8.0,,3,5.0,Churn=No
1659,J8053,Female,Essex,0,1,1,16.0,,2,7.0,Churn=Yes
1660,A5990,Male,West Midlands,0,0,1,8.0,,2,4.696087084436599,Churn=No
1661,B8199,Female,Greater Manchester,0,1,0,4.0,,2,7.0,Churn=No
1662,E5686,Female,West Yorkshire,0,1,0,21.0,,1,9.0,Churn=No
1663,F5917,Female,Greater Manchester,0,1,1,11.0,,2,5.0,Churn=No
1664,F1407,Female,Hampshire,1,1,0,6.0,,4,4.0,Churn=No
1665,C6003,Female,Greater Manchester,0,1,0,15.0,,2,6.0,Churn=No
1666,G2423,Male,Essex,0,0,0,0.0,$45340,1,4.0,Y$e$s$$
1667,C4416,Male,Surrey,1,1,0,14.0,,4,6.0,Churn=No
1668,D6685,Male,Greater London,1,1,0,18.0,,4,1.0,Churn=No
1669,C7141,Female,Greater London,1,1,0,13.0,,4,6.0,Churn=No
1670,B1438,Male,West Yorkshire,0,0,1,10.0,,2,1.0,Churn=Yes
1671,F4434,Female,Merseyside,1,1,0,13.0,,1,9.0,Churn=No
1672,E1149,Female,West Midlands,0,1,0,14.0,,1,1.0,Churn=Yes
1673,B5420,Female,West Yorkshire,0,1,1,6.0,,2,6.0,Churn=No
1674,G9489,Female,Greater London,1,1,1,1.0,,2,8.0,Churn=No
1675,A7813,Male,Greater London,1,1,1,10.0,,2,6.0,Churn=No
1676,E5943,Male,West Midlands,0,0,1,1.0,,1,6.0,Churn=No
1677,H1145,Male,Greater London,1,1,0,10.0,,4,5.0,Churn=No
1678,C5539,Male,North Yorkshire,1,0,1,2.0,,2,4.0,Churn=Yes
1679,F6425,Female,Greater Manchester,0,1,0,24.0,,2,1.0,Churn=No
1680,I4261,Male,Devon,0,1,0,12.0,,1,6.0,Churn=No
1681,C5203,Male,Hertfordshire,1,1,0,17.0,,4,3.0,Churn=No
1682,K4967,Male,Greater Manchester,1,1,0,9.0,,4,2.0,Churn=No
1683,D6425,Female,Essex,0,1,0,8.0,,1,4.0,Churn=No
1684,E9491,Male,Surrey,0,0,0,0.0,,1,2.0,Churn=Yes
1685,B8740,Male,Essex,1,0,0,1.0,,4,2.0,Churn=Yes
1686,F2258,Female,Lancashire,0,1,0,3.0,,1,6.0,Churn=No
1687,F6701,Male,West Midlands,1,1,0,4.0,,3,9.0,Churn=No
1688,H8148,Male,West Yorkshire,1,1,1,0.0,,2,6.0,Churn=Yes
1689,D5274,Female,Greater London,1,1,0,5.0,,4,6.0,Churn=No
1690,G6481,Female,Devon,1,1,0,10.0,,4,4.696087084436599,Churn=No
1691,F5091,Female,Greater London,1,1,0,2.0,,3,4.0,Churn=No
1692,B6518,Female,Devon,1,1,0,18.0,,4,5.0,Churn=No
1693,H9551,Male,South Yorkshire,0,0,0,0.0,,1,1.0,Churn=Yes
1694,C1485,Female,Greater London,0,1,1,11.0,,2,6.0,Churn=No
1695,F9215,Male,Greater London,1,1,0,2.0,,4,4.0,Churn=No
1696,C4627,Female,South Yorkshire,1,1,0,21.0,,4,8.0,Churn=No
1697,I8231,Male,Greater London,0,1,0,2.0,,3,6.0,Churn=Yes
1698,F7465,Female,Kent,0,1,0,15.0,,4,1.0,Churn=Yes
1699,B8133,Female,Greater London,0,0,0,1.0,,2,4.696087084436599,Churn=Yes
1700,K4594,Female,Greater London,1,1,0,8.0,,4,6.0,Churn=No
1701,E5140,Male,Hampshire,1,1,0,21.0,,2,4.696087084436599,Churn=No
1702,K5641,Male,Essex,1,1,1,8.0,,2,8.0,Churn=No
1703,A4808,Female,Kent,1,1,0,7.0,,3,5.0,Churn=No
1704,I4991,Female,Greater London,0,0,0,2.0,,2,2.0,Churn=Yes
1705,K1824,Male,Kent,0,1,0,2.0,,1,6.0,Churn=Yes
1706,E1761,Female,Greater London,1,1,0,11.0,,3,5.0,Churn=No
1707,B8230,Male,Greater London,1,0,0,2.0,,4,2.0,Churn=Yes
1708,B4022,Female,Greater London,1,1,0,13.0,,3,3.0,Churn=No
1709,B5688,Male,Greater London,0,0,1,8.0,,2,0.0,Churn=No
1710,H4242,Male,Merseyside,1,0,1,3.0,,2,4.0,Churn=No
